status_id,status_created_at,annotation1,annotation2
1233841246264864768,Sat Feb 29 19:47:31 +0000 2020,politics,
1234085077379768320,Sun Mar 01 11:56:25 +0000 2020,conspiracy,
1234424425048612866,Mon Mar 02 10:24:52 +0000 2020,conspiracy,
1234426459495829504,Mon Mar 02 10:32:57 +0000 2020,conspiracy,
1234461652252164096,Mon Mar 02 12:52:47 +0000 2020,conspiracy,
1234493446418817025,Mon Mar 02 14:59:08 +0000 2020,true prevention,
1234523085770022912,Mon Mar 02 16:56:54 +0000 2020,calling out or correction,
1234664589452693505,Tue Mar 03 02:19:11 +0000 2020,true prevention,
1234735259180294145,Tue Mar 03 07:00:00 +0000 2020,calling out or correction,
1234912469019004928,Tue Mar 03 18:44:10 +0000 2020,calling out or correction,
1235545131937341441,Thu Mar 05 12:38:09 +0000 2020,politics,
1235662475640672262,Thu Mar 05 20:24:26 +0000 2020,ambiguous or hard to classify,
1235678045681242112,Thu Mar 05 21:26:18 +0000 2020,conspiracy,
1235804640924577792,Fri Mar 06 05:49:21 +0000 2020,politics,
1235814870873812995,Fri Mar 06 06:30:00 +0000 2020,calling out or correction,
1236329332236259330,Sat Mar 07 16:34:17 +0000 2020,true prevention,
1236444108958269440,Sun Mar 08 00:10:22 +0000 2020,conspiracy,
1236507997389684736,Sun Mar 08 04:24:14 +0000 2020,politics,
1236611740864933888,Sun Mar 08 11:16:28 +0000 2020,conspiracy,
1236642166400790528,Sun Mar 08 13:17:22 +0000 2020,conspiracy,
1236672034291085314,Sun Mar 08 15:16:03 +0000 2020,conspiracy,
1236976393747120131,Mon Mar 09 11:25:28 +0000 2020,calling out or correction,calling out or correction
1236976707476828166,Mon Mar 09 11:26:43 +0000 2020,news,
1236977115964362753,Mon Mar 09 11:28:21 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1236977213775532033,Mon Mar 09 11:28:44 +0000 2020,calling out or correction,
1236977805784539137,Mon Mar 09 11:31:05 +0000 2020,conspiracy,conspiracy
1236977913368662016,Mon Mar 09 11:31:31 +0000 2020,calling out or correction,calling out or correction
1236979714826395649,Mon Mar 09 11:38:40 +0000 2020,calling out or correction,
1236980229006032896,Mon Mar 09 11:40:43 +0000 2020,sarcasm or satire,sarcasm or satire
1236980398598557696,Mon Mar 09 11:41:23 +0000 2020,calling out or correction,
1236981003224113152,Mon Mar 09 11:43:47 +0000 2020,news,ambiguous or hard to classify
1236981260637155328,Mon Mar 09 11:44:49 +0000 2020,false fact or prevention,sarcasm or satire
1236981590326153217,Mon Mar 09 11:46:07 +0000 2020,politics,politics
1236982725514493952,Mon Mar 09 11:50:38 +0000 2020,ambiguous or hard to classify,false fact or prevention
1236983008848158720,Mon Mar 09 11:51:45 +0000 2020,irrelevant,
1236983144500334594,Mon Mar 09 11:52:18 +0000 2020,irrelevant,irrelevant
1236983177983537152,Mon Mar 09 11:52:26 +0000 2020,sarcasm or satire,sarcasm or satire
1236983215346331650,Mon Mar 09 11:52:35 +0000 2020,calling out or correction,calling out or correction
1236983649779712000,Mon Mar 09 11:54:18 +0000 2020,ambiguous or hard to classify,
1236983670646472704,Mon Mar 09 11:54:23 +0000 2020,calling out or correction,
1236984032644280320,Mon Mar 09 11:55:50 +0000 2020,irrelevant,
1236984452116611072,Mon Mar 09 11:57:30 +0000 2020,calling out or correction,
1236984663991861253,Mon Mar 09 11:58:20 +0000 2020,sarcasm or satire,sarcasm or satire
1236984749593370624,Mon Mar 09 11:58:41 +0000 2020,conspiracy,conspiracy
1236984816173756421,Mon Mar 09 11:58:56 +0000 2020,sarcasm or satire,sarcasm or satire
1236984885811777537,Mon Mar 09 11:59:13 +0000 2020,sarcasm or satire,
1236985078045122560,Mon Mar 09 11:59:59 +0000 2020,calling out or correction,
1236985117979152384,Mon Mar 09 12:00:08 +0000 2020,politics,false fact or prevention
1236985619047419904,Mon Mar 09 12:02:08 +0000 2020,calling out or correction,calling out or correction
1236985708578996225,Mon Mar 09 12:02:29 +0000 2020,ambiguous or hard to classify,
1236985900841799686,Mon Mar 09 12:03:15 +0000 2020,true prevention,irrelevant
1236987409222467585,Mon Mar 09 12:09:15 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1236987708183949314,Mon Mar 09 12:10:26 +0000 2020,news,
1236987728769630210,Mon Mar 09 12:10:31 +0000 2020,irrelevant,irrelevant
1236988271625936896,Mon Mar 09 12:12:40 +0000 2020,calling out or correction,
1236988309148250115,Mon Mar 09 12:12:49 +0000 2020,news,
1236988693681823744,Mon Mar 09 12:14:21 +0000 2020,sarcasm or satire,sarcasm or satire
1236988946900549633,Mon Mar 09 12:15:21 +0000 2020,false fact or prevention,false fact or prevention
1236989148222967808,Mon Mar 09 12:16:09 +0000 2020,true public health response,true public health response
1236989316208918529,Mon Mar 09 12:16:49 +0000 2020,true public health response,
1236989367916396544,Mon Mar 09 12:17:02 +0000 2020,calling out or correction,calling out or correction
1236989503975366657,Mon Mar 09 12:17:34 +0000 2020,false fact or prevention,false fact or prevention
1236990146362273793,Mon Mar 09 12:20:07 +0000 2020,irrelevant,irrelevant
1236990757585682433,Mon Mar 09 12:22:33 +0000 2020,irrelevant,
1236991060846379008,Mon Mar 09 12:23:45 +0000 2020,true prevention,true prevention
1236991094879129601,Mon Mar 09 12:23:53 +0000 2020,news,
1236991350068969478,Mon Mar 09 12:24:54 +0000 2020,calling out or correction,calling out or correction
1236991373246595072,Mon Mar 09 12:25:00 +0000 2020,true public health response,
1236991557993000961,Mon Mar 09 12:25:44 +0000 2020,news,false public health response
1236991664037588992,Mon Mar 09 12:26:09 +0000 2020,politics,
1236992278700404736,Mon Mar 09 12:28:36 +0000 2020,panic buying,
1236992524520210434,Mon Mar 09 12:29:34 +0000 2020,calling out or correction,calling out or correction
1236992587204104198,Mon Mar 09 12:29:49 +0000 2020,sarcasm or satire,sarcasm or satire
1236993410071957505,Mon Mar 09 12:33:05 +0000 2020,irrelevant,
1236993647037558784,Mon Mar 09 12:34:02 +0000 2020,panic buying,
1236993649302478853,Mon Mar 09 12:34:02 +0000 2020,calling out or correction,
1236993749940461575,Mon Mar 09 12:34:26 +0000 2020,panic buying,
1236994279534407680,Mon Mar 09 12:36:33 +0000 2020,false fact or prevention,calling out or correction
1236994411059437569,Mon Mar 09 12:37:04 +0000 2020,news,
1236995390777548803,Mon Mar 09 12:40:58 +0000 2020,sarcasm or satire,sarcasm or satire
1236995717316653058,Mon Mar 09 12:42:15 +0000 2020,politics,
1236995922388643842,Mon Mar 09 12:43:04 +0000 2020,calling out or correction,calling out or correction
1236996069957021699,Mon Mar 09 12:43:40 +0000 2020,sarcasm or satire,sarcasm or satire
1236996126445907970,Mon Mar 09 12:43:53 +0000 2020,false fact or prevention,false fact or prevention
1236996224739393543,Mon Mar 09 12:44:16 +0000 2020,calling out or correction,
1236996469317656578,Mon Mar 09 12:45:15 +0000 2020,calling out or correction,
1236996517346582528,Mon Mar 09 12:45:26 +0000 2020,calling out or correction,calling out or correction
1236996557158977536,Mon Mar 09 12:45:36 +0000 2020,false fact or prevention,sarcasm or satire
1236996889268142080,Mon Mar 09 12:46:55 +0000 2020,calling out or correction,
1236997077047152641,Mon Mar 09 12:47:40 +0000 2020,news,calling out or correction
1236997495957356544,Mon Mar 09 12:49:19 +0000 2020,panic buying,
1236997583236710401,Mon Mar 09 12:49:40 +0000 2020,calling out or correction,calling out or correction
1236997599774879744,Mon Mar 09 12:49:44 +0000 2020,false fact or prevention,commercial activity or promotion
1236997738354470913,Mon Mar 09 12:50:17 +0000 2020,politics,politics
1236997808068202496,Mon Mar 09 12:50:34 +0000 2020,calling out or correction,
1236998020023160837,Mon Mar 09 12:51:24 +0000 2020,conspiracy,conspiracy
1236998271379353602,Mon Mar 09 12:52:24 +0000 2020,news,
1236998339796721665,Mon Mar 09 12:52:41 +0000 2020,calling out or correction,
1236998371824435201,Mon Mar 09 12:52:48 +0000 2020,calling out or correction,sarcasm or satire
1236998441294839810,Mon Mar 09 12:53:05 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1236998696123891712,Mon Mar 09 12:54:06 +0000 2020,false fact or prevention,false fact or prevention
1236999111611645954,Mon Mar 09 12:55:45 +0000 2020,sarcasm or satire,sarcasm or satire
1236999200350433280,Mon Mar 09 12:56:06 +0000 2020,conspiracy,
1236999385399078914,Mon Mar 09 12:56:50 +0000 2020,calling out or correction,
1236999540995170306,Mon Mar 09 12:57:27 +0000 2020,conspiracy,conspiracy
1236999661791174657,Mon Mar 09 12:57:56 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1236999729231400963,Mon Mar 09 12:58:12 +0000 2020,sarcasm or satire,
1237000099445776390,Mon Mar 09 12:59:40 +0000 2020,sarcasm or satire,sarcasm or satire
1237000415495032834,Mon Mar 09 13:00:56 +0000 2020,irrelevant,
1237000651512651778,Mon Mar 09 13:01:52 +0000 2020,conspiracy,conspiracy
1237000711159853057,Mon Mar 09 13:02:06 +0000 2020,calling out or correction,
1237000746115055617,Mon Mar 09 13:02:14 +0000 2020,irrelevant,
1237000763286659073,Mon Mar 09 13:02:18 +0000 2020,panic buying,
1237001557855604736,Mon Mar 09 13:05:28 +0000 2020,panic buying,
1237002047867715585,Mon Mar 09 13:07:25 +0000 2020,calling out or correction,
1237002100955062272,Mon Mar 09 13:07:37 +0000 2020,calling out or correction,
1237002546927067137,Mon Mar 09 13:09:24 +0000 2020,irrelevant,irrelevant
1237002556070670336,Mon Mar 09 13:09:26 +0000 2020,calling out or correction,calling out or correction
1237002608461651974,Mon Mar 09 13:09:38 +0000 2020,calling out or correction,calling out or correction
1237002646864699393,Mon Mar 09 13:09:48 +0000 2020,irrelevant,
1237002867090903040,Mon Mar 09 13:10:40 +0000 2020,sarcasm or satire,sarcasm or satire
1237002987303833603,Mon Mar 09 13:11:09 +0000 2020,conspiracy,conspiracy
1237003170661814272,Mon Mar 09 13:11:52 +0000 2020,panic buying,
1237003219496206336,Mon Mar 09 13:12:04 +0000 2020,calling out or correction,calling out or correction
1237003285271400448,Mon Mar 09 13:12:20 +0000 2020,politics,
1237003361100185600,Mon Mar 09 13:12:38 +0000 2020,calling out or correction,calling out or correction
1237003883827941378,Mon Mar 09 13:14:42 +0000 2020,true prevention,
1237003959140745218,Mon Mar 09 13:15:00 +0000 2020,conspiracy,conspiracy
1237004101759561729,Mon Mar 09 13:15:34 +0000 2020,news,
1237004239454515201,Mon Mar 09 13:16:07 +0000 2020,panic buying,
1237004438864306182,Mon Mar 09 13:16:55 +0000 2020,sarcasm or satire,sarcasm or satire
1237004497802665987,Mon Mar 09 13:17:09 +0000 2020,true public health response,
1237004683236892672,Mon Mar 09 13:17:53 +0000 2020,sarcasm or satire,calling out or correction
1237004686428790784,Mon Mar 09 13:17:54 +0000 2020,false fact or prevention,
1237004818297884674,Mon Mar 09 13:18:25 +0000 2020,politics,politics
1237005017871085569,Mon Mar 09 13:19:13 +0000 2020,sarcasm or satire,sarcasm or satire
1237005432046026752,Mon Mar 09 13:20:52 +0000 2020,politics,politics
1237005605006503937,Mon Mar 09 13:21:33 +0000 2020,politics,
1237005705753870338,Mon Mar 09 13:21:57 +0000 2020,false fact or prevention,false fact or prevention
1237005750293102594,Mon Mar 09 13:22:07 +0000 2020,ambiguous or hard to classify,
1237005909768826880,Mon Mar 09 13:22:46 +0000 2020,news,
1237006239848108032,Mon Mar 09 13:24:04 +0000 2020,sarcasm or satire,
1237006394659913730,Mon Mar 09 13:24:41 +0000 2020,true prevention,true prevention
1237006487354060801,Mon Mar 09 13:25:03 +0000 2020,conspiracy,conspiracy
1237006649698562050,Mon Mar 09 13:25:42 +0000 2020,irrelevant,
1237006659018514432,Mon Mar 09 13:25:44 +0000 2020,ambiguous or hard to classify,ambiguous or hard to classify
1237006688118587393,Mon Mar 09 13:25:51 +0000 2020,irrelevant,
1237006854166847488,Mon Mar 09 13:26:31 +0000 2020,conspiracy,conspiracy
1237007045666185219,Mon Mar 09 13:27:16 +0000 2020,sarcasm or satire,false fact or prevention
1237007353901285376,Mon Mar 09 13:28:30 +0000 2020,conspiracy,conspiracy
1237007524294987779,Mon Mar 09 13:29:10 +0000 2020,true prevention,true prevention
1237007613746913280,Mon Mar 09 13:29:32 +0000 2020,true public health response,
1237007676548227078,Mon Mar 09 13:29:47 +0000 2020,true prevention,true prevention
1237007952575373312,Mon Mar 09 13:30:53 +0000 2020,irrelevant,
1237008246444974080,Mon Mar 09 13:32:03 +0000 2020,conspiracy,conspiracy
1237008448807723008,Mon Mar 09 13:32:51 +0000 2020,calling out or correction,calling out or correction
1237008573462388738,Mon Mar 09 13:33:21 +0000 2020,conspiracy,conspiracy
1237008659902861313,Mon Mar 09 13:33:41 +0000 2020,true public health response,
1237008746796257281,Mon Mar 09 13:34:02 +0000 2020,panic buying,
1237009188611592193,Mon Mar 09 13:35:47 +0000 2020,true prevention,
1237009233385840640,Mon Mar 09 13:35:58 +0000 2020,irrelevant,sarcasm or satire
1237009363916685312,Mon Mar 09 13:36:29 +0000 2020,panic buying,
1237009457218871300,Mon Mar 09 13:36:51 +0000 2020,calling out or correction,calling out or correction
1237009601721241601,Mon Mar 09 13:37:26 +0000 2020,irrelevant,irrelevant
1237009618301333505,Mon Mar 09 13:37:30 +0000 2020,sarcasm or satire,sarcasm or satire
1237010192711200775,Mon Mar 09 13:39:47 +0000 2020,politics,ambiguous or hard to classify
1237010352119975937,Mon Mar 09 13:40:25 +0000 2020,true public health response,true public health response
1237010829717000192,Mon Mar 09 13:42:19 +0000 2020,conspiracy,politics
1237011093962272770,Mon Mar 09 13:43:22 +0000 2020,panic buying,
1237011405813006336,Mon Mar 09 13:44:36 +0000 2020,calling out or correction,calling out or correction
1237012114692177920,Mon Mar 09 13:47:25 +0000 2020,calling out or correction,calling out or correction
1237012446675636224,Mon Mar 09 13:48:44 +0000 2020,panic buying,
1237012764213698560,Mon Mar 09 13:50:00 +0000 2020,calling out or correction,calling out or correction
1237012770777755648,Mon Mar 09 13:50:01 +0000 2020,sarcasm or satire,false fact or prevention
1237014054889086976,Mon Mar 09 13:55:07 +0000 2020,false fact or prevention,sarcasm or satire
1237014936880021507,Mon Mar 09 13:58:38 +0000 2020,sarcasm or satire,sarcasm or satire
1237014941766307840,Mon Mar 09 13:58:39 +0000 2020,conspiracy,conspiracy
1237015015791755267,Mon Mar 09 13:58:57 +0000 2020,false fact or prevention,false fact or prevention
1237015281526018048,Mon Mar 09 14:00:00 +0000 2020,calling out or correction,calling out or correction
1237016446594670593,Mon Mar 09 14:04:38 +0000 2020,calling out or correction,calling out or correction
1237017085148086272,Mon Mar 09 14:07:10 +0000 2020,calling out or correction,
1237017577131585536,Mon Mar 09 14:09:07 +0000 2020,false fact or prevention,fake treatment
1237017694957961216,Mon Mar 09 14:09:35 +0000 2020,sarcasm or satire,sarcasm or satire
1237019872221114368,Mon Mar 09 14:18:14 +0000 2020,calling out or correction,calling out or correction
1237020148357140480,Mon Mar 09 14:19:20 +0000 2020,conspiracy,conspiracy
1237020522195664896,Mon Mar 09 14:20:49 +0000 2020,sarcasm or satire,sarcasm or satire
1237020570077855745,Mon Mar 09 14:21:01 +0000 2020,false fact or prevention,false fact or prevention
1237021404559814656,Mon Mar 09 14:24:20 +0000 2020,sarcasm or satire,sarcasm or satire
1237021501561413632,Mon Mar 09 14:24:43 +0000 2020,calling out or correction,calling out or correction
1237021867958923264,Mon Mar 09 14:26:10 +0000 2020,calling out or correction,calling out or correction
1237022530269057024,Mon Mar 09 14:28:48 +0000 2020,true public health response,
1237022799019085833,Mon Mar 09 14:29:52 +0000 2020,ambiguous or hard to classify,
1237023162065444866,Mon Mar 09 14:31:19 +0000 2020,calling out or correction,
1237023737507020806,Mon Mar 09 14:33:36 +0000 2020,calling out or correction,
1237023868125974529,Mon Mar 09 14:34:07 +0000 2020,sarcasm or satire,
1237024396297945088,Mon Mar 09 14:36:13 +0000 2020,fake cure,
1237025430084956160,Mon Mar 09 14:40:20 +0000 2020,irrelevant,
1237025465933729795,Mon Mar 09 14:40:28 +0000 2020,sarcasm or satire,sarcasm or satire
1237026121511776257,Mon Mar 09 14:43:04 +0000 2020,calling out or correction,
1237026251560357888,Mon Mar 09 14:43:35 +0000 2020,conspiracy,conspiracy
1237028252629323777,Mon Mar 09 14:51:32 +0000 2020,conspiracy,conspiracy
1237028380794654720,Mon Mar 09 14:52:03 +0000 2020,conspiracy,
1237029730941100038,Mon Mar 09 14:57:25 +0000 2020,conspiracy,ambiguous or hard to classify
1237031327012139008,Mon Mar 09 15:03:45 +0000 2020,conspiracy,conspiracy
1237031489822392322,Mon Mar 09 15:04:24 +0000 2020,conspiracy,conspiracy
1237032658183520257,Mon Mar 09 15:09:03 +0000 2020,conspiracy,conspiracy
1237034873937899521,Mon Mar 09 15:17:51 +0000 2020,calling out or correction,
1237053688314617857,Mon Mar 09 16:32:37 +0000 2020,calling out or correction,calling out or correction
1237070720829718528,Mon Mar 09 17:40:18 +0000 2020,calling out or correction,calling out or correction
1237075021769605121,Mon Mar 09 17:57:23 +0000 2020,panic buying,sarcasm or satire
1237077239881183233,Mon Mar 09 18:06:12 +0000 2020,conspiracy,conspiracy
1237084735450611713,Mon Mar 09 18:35:59 +0000 2020,news,
1237085736647745544,Mon Mar 09 18:39:58 +0000 2020,irrelevant,
1237087378432548865,Mon Mar 09 18:46:29 +0000 2020,politics,
1237088182652583936,Mon Mar 09 18:49:41 +0000 2020,panic buying,
1237088317780283392,Mon Mar 09 18:50:13 +0000 2020,politics,
1237089087762268160,Mon Mar 09 18:53:17 +0000 2020,irrelevant,
1237089640517115904,Mon Mar 09 18:55:28 +0000 2020,true public health response,
1237090071469125632,Mon Mar 09 18:57:11 +0000 2020,calling out or correction,calling out or correction
1237090884799336451,Mon Mar 09 19:00:25 +0000 2020,calling out or correction,
1237111924342558727,Mon Mar 09 20:24:01 +0000 2020,calling out or correction,calling out or correction
1237119489046654981,Mon Mar 09 20:54:05 +0000 2020,politics,politics
1237126549851320320,Mon Mar 09 21:22:08 +0000 2020,calling out or correction,
1237134920914554880,Mon Mar 09 21:55:24 +0000 2020,sarcasm or satire,sarcasm or satire
1237137428369956864,Mon Mar 09 22:05:22 +0000 2020,irrelevant,irrelevant
1237139620057489410,Mon Mar 09 22:14:05 +0000 2020,sarcasm or satire,
1237156263386943488,Mon Mar 09 23:20:13 +0000 2020,calling out or correction,calling out or correction
1237157847974195201,Mon Mar 09 23:26:30 +0000 2020,calling out or correction,calling out or correction
1237162253541093376,Mon Mar 09 23:44:01 +0000 2020,conspiracy,conspiracy
1237182688857120768,Tue Mar 10 01:05:13 +0000 2020,calling out or correction,calling out or correction
1237183935676854278,Tue Mar 10 01:10:10 +0000 2020,conspiracy,conspiracy
1237184433083596807,Tue Mar 10 01:12:09 +0000 2020,calling out or correction,
1237203857165422592,Tue Mar 10 02:29:20 +0000 2020,conspiracy,conspiracy
1237205429958180864,Tue Mar 10 02:35:35 +0000 2020,conspiracy,conspiracy
1237206971889180672,Tue Mar 10 02:41:42 +0000 2020,conspiracy,conspiracy
1237209834988191746,Tue Mar 10 02:53:05 +0000 2020,conspiracy,conspiracy
1237211133213278208,Tue Mar 10 02:58:15 +0000 2020,irrelevant,
1237211465888739328,Tue Mar 10 02:59:34 +0000 2020,conspiracy,conspiracy
1237245195017539586,Tue Mar 10 05:13:36 +0000 2020,conspiracy,ambiguous or hard to classify
1237246077872377856,Tue Mar 10 05:17:06 +0000 2020,calling out or correction,calling out or correction
1237280472947929089,Tue Mar 10 07:33:46 +0000 2020,calling out or correction,calling out or correction
1237289389950001153,Tue Mar 10 08:09:12 +0000 2020,conspiracy,conspiracy
1237302298465964032,Tue Mar 10 09:00:30 +0000 2020,conspiracy,
1237325447731519488,Tue Mar 10 10:32:29 +0000 2020,politics,politics
1237331704236224513,Tue Mar 10 10:57:21 +0000 2020,calling out or correction,
1237338002356965376,Tue Mar 10 11:22:23 +0000 2020,conspiracy,politics
1237346357909676032,Tue Mar 10 11:55:35 +0000 2020,false fact or prevention,false fact or prevention
1237355568672772097,Tue Mar 10 12:32:11 +0000 2020,sarcasm or satire,sarcasm or satire
1237360296316080128,Tue Mar 10 12:50:58 +0000 2020,calling out or correction,
1237364785357848579,Tue Mar 10 13:08:48 +0000 2020,false fact or prevention,false fact or prevention
1237373127929274368,Tue Mar 10 13:41:57 +0000 2020,sarcasm or satire,calling out or correction
1237377589473239042,Tue Mar 10 13:59:41 +0000 2020,false fact or prevention,
1237388993555247105,Tue Mar 10 14:45:00 +0000 2020,calling out or correction,calling out or correction
1237401905086767104,Tue Mar 10 15:36:18 +0000 2020,sarcasm or satire,
1237410951315496960,Tue Mar 10 16:12:15 +0000 2020,sarcasm or satire,sarcasm or satire
1237411178915168257,Tue Mar 10 16:13:09 +0000 2020,sarcasm or satire,sarcasm or satire
1237416956052901891,Tue Mar 10 16:36:07 +0000 2020,calling out or correction,calling out or correction
1237419192879546370,Tue Mar 10 16:45:00 +0000 2020,calling out or correction,
1237420129937432576,Tue Mar 10 16:48:43 +0000 2020,calling out or correction,calling out or correction
1237420887630102534,Tue Mar 10 16:51:44 +0000 2020,calling out or correction,
1237435908984627200,Tue Mar 10 17:51:25 +0000 2020,sarcasm or satire,sarcasm or satire
1237467299524665344,Tue Mar 10 19:56:09 +0000 2020,conspiracy,conspiracy
1237468740851085312,Tue Mar 10 20:01:53 +0000 2020,conspiracy,conspiracy
1237474263294070784,Tue Mar 10 20:23:50 +0000 2020,calling out or correction,
1237482162955472901,Tue Mar 10 20:55:13 +0000 2020,conspiracy,conspiracy
1237492180534648838,Tue Mar 10 21:35:01 +0000 2020,false fact or prevention,irrelevant
1237514121483915264,Tue Mar 10 23:02:13 +0000 2020,conspiracy,conspiracy
1237523998042292224,Tue Mar 10 23:41:27 +0000 2020,calling out or correction,calling out or correction
1237527099671363584,Tue Mar 10 23:53:47 +0000 2020,calling out or correction,calling out or correction
1237530637898113027,Wed Mar 11 00:07:50 +0000 2020,calling out or correction,
1237540387356475392,Wed Mar 11 00:46:35 +0000 2020,calling out or correction,
1237546233234722817,Wed Mar 11 01:09:49 +0000 2020,sarcasm or satire,false fact or prevention
1237624240964173824,Wed Mar 11 06:19:47 +0000 2020,calling out or correction,calling out or correction
1237648930919211009,Wed Mar 11 07:57:54 +0000 2020,calling out or correction,calling out or correction
1237652825758457856,Wed Mar 11 08:13:22 +0000 2020,sarcasm or satire,false fact or prevention
1237689113911967744,Wed Mar 11 10:37:34 +0000 2020,calling out or correction,
1237699220477542403,Wed Mar 11 11:17:44 +0000 2020,calling out or correction,calling out or correction
1237699626976841728,Wed Mar 11 11:19:21 +0000 2020,calling out or correction,calling out or correction
1237703963107041281,Wed Mar 11 11:36:34 +0000 2020,conspiracy,
1237733541992992768,Wed Mar 11 13:34:07 +0000 2020,news,
1237736747599085568,Wed Mar 11 13:46:51 +0000 2020,conspiracy,conspiracy
1237742384861118465,Wed Mar 11 14:09:15 +0000 2020,calling out or correction,
1237774264331317248,Wed Mar 11 16:15:56 +0000 2020,true public health response,
1237782822338859011,Wed Mar 11 16:49:56 +0000 2020,true public health response,
1237782886939385858,Wed Mar 11 16:50:11 +0000 2020,politics,
1237782887677792258,Wed Mar 11 16:50:11 +0000 2020,calling out or correction,
1237792397523849216,Wed Mar 11 17:27:59 +0000 2020,false fact or prevention,false fact or prevention
1237796176231104512,Wed Mar 11 17:43:00 +0000 2020,calling out or correction,calling out or correction
1237796271383068673,Wed Mar 11 17:43:22 +0000 2020,ambiguous or hard to classify,
1237807815512797184,Wed Mar 11 18:29:15 +0000 2020,false fact or prevention,fake treatment
1237820562149462018,Wed Mar 11 19:19:54 +0000 2020,true public health response,
1237820643132882945,Wed Mar 11 19:20:13 +0000 2020,politics,
1237821421218340865,Wed Mar 11 19:23:19 +0000 2020,commercial activity or promotion,
1237822381898584071,Wed Mar 11 19:27:08 +0000 2020,politics,
1237823037229187072,Wed Mar 11 19:29:44 +0000 2020,false fact or prevention,
1237823669029593089,Wed Mar 11 19:32:15 +0000 2020,true prevention,
1237824087012995072,Wed Mar 11 19:33:54 +0000 2020,calling out or correction,
1237828039234523142,Wed Mar 11 19:49:36 +0000 2020,sarcasm or satire,
1237834630126014466,Wed Mar 11 20:15:48 +0000 2020,calling out or correction,
1237835639657127936,Wed Mar 11 20:19:49 +0000 2020,calling out or correction,calling out or correction
1237843967598678021,Wed Mar 11 20:52:54 +0000 2020,conspiracy,conspiracy
1237848806693068800,Wed Mar 11 21:12:08 +0000 2020,panic buying,
1237861011052302339,Wed Mar 11 22:00:38 +0000 2020,news,
1237871272714895363,Wed Mar 11 22:41:24 +0000 2020,calling out or correction,sarcasm or satire
1237892382529445888,Thu Mar 12 00:05:17 +0000 2020,sarcasm or satire,sarcasm or satire
1237895131052662790,Thu Mar 12 00:16:12 +0000 2020,panic buying,
1237908607888433152,Thu Mar 12 01:09:46 +0000 2020,fake cure,fake treatment
1237921094620925952,Thu Mar 12 01:59:23 +0000 2020,true public health response,
1237922652158693376,Thu Mar 12 02:05:34 +0000 2020,calling out or correction,
